,TCGA.02.0001.01,TCGA.02.0003.01,TCGA.02.0006.01,TCGA.02.0007.01,TCGA.02.0009.01,TCGA.02.0010.01,TCGA.02.0011.01,TCGA.02.0014.01,TCGA.02.0021.01,TCGA.02.0024.01,TCGA.02.0027.01,TCGA.02.0028.01,TCGA.02.0033.01,TCGA.02.0034.01,TCGA.02.0037.01,TCGA.02.0038.01,TCGA.02.0043.01,TCGA.02.0047.01,TCGA.02.0052.01,TCGA.02.0054.01,TCGA.02.0055.01,TCGA.02.0057.01,TCGA.02.0058.01,TCGA.02.0060.01,TCGA.02.0064.01,TCGA.02.0069.01,TCGA.02.0071.01,TCGA.02.0074.01,TCGA.02.0075.01,TCGA.02.0080.01,TCGA.02.0083.01,TCGA.02.0085.01,TCGA.02.0086.01,TCGA.02.0089.01,TCGA.02.0099.01,TCGA.02.0102.01,TCGA.02.0107.01,TCGA.02.0113.01,TCGA.02.0114.01,TCGA.02.0115.01,TCGA.02.0116.01,TCGA.02.2466.01,TCGA.02.2470.01,TCGA.02.2483.01,TCGA.02.2485.01,TCGA.02.2486.01,TCGA.06.0122.01,TCGA.06.0124.01,TCGA.06.0125.01,TCGA.06.0126.01,TCGA.06.0128.01,TCGA.06.0129.01,TCGA.06.0130.01,TCGA.06.0133.01,TCGA.06.0137.01,TCGA.06.0139.01,TCGA.06.0141.01,TCGA.06.0143.01,TCGA.06.0145.01,TCGA.06.0147.01,TCGA.06.0155.01,TCGA.06.0169.01,TCGA.06.0875.01,TCGA.06.0876.01,TCGA.06.0877.01,TCGA.06.0878.01,TCGA.06.0879.01,TCGA.06.0881.01,TCGA.06.0882.01,TCGA.06.1084.01,TCGA.06.1086.01,TCGA.06.1087.01,TCGA.06.1800.01,TCGA.06.1801.01,TCGA.06.1802.01,TCGA.06.1805.01,TCGA.06.2557.01,TCGA.06.2558.01,TCGA.06.2559.01,TCGA.06.2561.01,TCGA.06.2562.01,TCGA.06.2563.01,TCGA.06.2564.01,TCGA.06.2565.01,TCGA.06.2566.01,TCGA.06.2567.01,TCGA.06.2569.01,TCGA.06.2570.01,TCGA.12.0670.01,TCGA.12.0820.01,TCGA.12.0821.01,TCGA.12.0822.01,TCGA.12.0826.01,TCGA.12.0827.01,TCGA.12.0828.01,TCGA.12.0829.01,TCGA.12.1088.01,TCGA.12.1089.01,TCGA.12.1090.01,TCGA.12.1091.01,TCGA.12.1092.01,TCGA.12.1093.01,TCGA.12.1094.01,TCGA.12.1095.01,TCGA.12.1096.01,TCGA.12.1097.01,TCGA.12.1098.01,TCGA.12.1099.01,TCGA.12.1598.01,TCGA.12.1599.01,TCGA.12.1600.01,TCGA.12.1602.01,TCGA.12.3644.01,TCGA.12.3646.01,TCGA.12.3648.01,TCGA.12.3649.01,TCGA.12.3650.01,TCGA.12.3651.01,TCGA.12.3652.01,TCGA.12.3653.01,TCGA.14.0736.01,TCGA.14.0783.01,TCGA.14.0786.01,TCGA.14.0787.01,TCGA.14.0789.01,TCGA.14.0790.01,TCGA.14.0812.01,TCGA.14.0813.01,TCGA.14.0817.01,TCGA.14.0865.01,TCGA.14.0866.01,TCGA.14.0867.01,TCGA.14.0871.01,TCGA.14.1034.01,TCGA.14.1037.01,TCGA.14.1396.01,TCGA.14.1401.01,TCGA.14.1402.01,TCGA.14.1451.01,TCGA.14.1452.01,TCGA.14.1453.01,TCGA.14.1454.01,TCGA.14.1455.01,TCGA.14.1456.01,TCGA.14.1458.01,TCGA.14.1459.01,TCGA.14.1794.01,TCGA.14.1795.01,TCGA.14.1821.01,TCGA.14.1825.01,TCGA.14.1827.01,TCGA.14.1829.01,TCGA.14.2554.01,TCGA.14.2555.01,TCGA.14.3477.01,TCGA.15.1446.01,TCGA.15.1447.01,TCGA.15.1449.01,TCGA.16.0846.01,TCGA.16.0848.01,TCGA.16.0849.01,TCGA.16.0850.01,TCGA.16.0861.01,TCGA.16.1045.01,TCGA.16.1047.01,TCGA.16.1055.01,TCGA.16.1056.01,TCGA.16.1060.01,TCGA.16.1062.01,TCGA.16.1063.01,TCGA.16.1460.01,TCGA.19.0955.01,TCGA.19.0957.01,TCGA.19.0960.01,TCGA.19.0962.01,TCGA.19.0963.01,TCGA.19.0964.01,TCGA.19.1385.01,TCGA.19.1386.01,TCGA.19.1387.01,TCGA.19.1388.01,TCGA.19.1389.01,TCGA.19.1390.01,TCGA.19.1392.01,TCGA.19.1786.01,TCGA.19.1787.01,TCGA.19.1789.01,TCGA.19.1791.01,TCGA.19.2619.01,TCGA.19.2620.01,TCGA.19.2621.01,TCGA.19.2623.01,TCGA.19.2624.01,TCGA.19.2625.01,TCGA.19.2629.01,TCGA.26.1438.01,TCGA.26.1440.01,TCGA.26.1443.01,TCGA.26.1799.01,TCGA.27.1830.01,TCGA.27.1831.01,TCGA.27.1832.01,TCGA.27.1833.01,TCGA.27.1834.01,TCGA.27.1835.01,TCGA.27.1836.01,TCGA.27.1837.01,TCGA.27.1838.01,TCGA.27.2518.01,TCGA.27.2519.01,TCGA.27.2521.01,TCGA.27.2523.01,TCGA.27.2524.01,TCGA.27.2526.01,TCGA.27.2527.01,TCGA.27.2528.01,TCGA.28.1746.01,TCGA.28.1747.01,TCGA.28.1749.01,TCGA.28.1750.01,TCGA.28.1751.01,TCGA.28.1752.01,TCGA.28.1753.01,TCGA.28.1755.01,TCGA.28.1756.01,TCGA.28.1757.01,TCGA.28.2502.01,TCGA.28.2506.01,TCGA.28.2509.01,TCGA.28.2513.01,TCGA.28.2514.01,TCGA.32.1970.01,TCGA.32.1976.01,TCGA.32.1982.01,TCGA.32.1986.01,TCGA.32.2615.01,TCGA.32.2616.01,TCGA.32.2632.01,TCGA.32.2634.01,TCGA.32.2638.01,TCGA.41.2571.01,TCGA.41.2573.01,TCGA.41.2575.01,TCGA.41.3392.01
hsa.mir.1226,0.945541236,1.193676232,-0.288433895,-0.120897345,-0.395177617,0.204607594,1.662384059,1.774145995,-0.482776456,1.421177956,-0.495216586,-0.990869743,-1.173425627,-0.766510291,-0.697063686,-0.168647559,-0.247226116,-0.314633024,-0.159034407,-0.388781183,-0.082314391,-0.39846139,1.66926879,2.14878615,-0.573095732,0.102748328,0.001998112,-0.438349874,-0.336390899,2.442272892,0.371947486,0.483973281,-0.763953257,0.530954243,-0.748402796,-0.052065231,-0.6138605,-1.085874048,-0.499200529,1.161931284,-0.092063253,-0.532917854,1.040180638,-0.468967879,-0.652396499,-1.27072903,-0.232359555,-0.420629147,-0.751580244,-0.421629879,0.164158988,0.724308104,-1.213250079,-0.833557735,0.120672586,-1.146351575,-1.051762914,-0.930243589,0.649347233,-0.61193374,0.640016272,-1.071399593,-0.202244776,-1.090331078,-1.216684372,-0.952777938,-0.962180621,-1.569983466,0.571734693,-1.449227008,-1.565458991,-1.270348152,-1.300736318,-0.179245511,0.121383737,-0.501903066,-0.624934865,0.818842821,-0.656336242,0.683908239,0.581511015,0.375958551,0.209580799,-0.769567346,0.277644853,-0.445318595,-0.862186693,1.120975513,0.22126023,-0.333352106,-0.4006757,-0.2742971,-0.164795637,-0.150683045,-0.575937687,-0.59779109,1.02024041,0.711011441,-0.536238484,-0.699787191,-1.01679752,-1.781323097,0.141449853,0.405670951,0.688320558,0.885704035,0.145412601,0.606169947,0.197764556,-0.20548122,-0.040435283,-1.16903777,-0.450283707,0.844654334,-0.059177456,0.579734873,-0.240947511,1.188074179,-0.457553786,-0.591729382,-1.188146857,-0.836399723,0.341480817,0.071483265,-0.685281987,-0.391536554,0.059944005,0.157543672,-0.100243178,0.225353313,0.110589013,-0.426989986,0.491542936,-0.595359409,-1.319718226,-1.775281731,0.616817492,-0.701469715,1.657584899,-0.485045118,-0.178355989,1.624648392,-0.706583318,0.861811552,1.979920889,-0.591877428,-0.750939981,-0.528961269,0.67183656,0.991238701,0.508060746,-0.264581495,-0.112089084,-1.033937933,0.34878614,-0.030627788,-0.929348863,2.149772607,1.021183476,-0.619373389,1.155952982,1.010034506,0.03673485,-0.987926667,-0.254938224,-0.240796979,0.120760904,-0.265403909,-1.037621856,-0.500276786,1.399052107,0.084359695,0.506176218,1.81581937,0.460064814,1.594218086,0.311089716,-1.062254179,-0.023521717,0.406635083,0.02389826,0.014207735,-0.575016174,0.933982118,0.180631513,-0.704247231,0.270382939,-0.899760415,-0.521171063,1.098209551,-0.452113897,0.088617633,-0.069104854,-0.453580272,0.692915543,-0.424127125,-0.237618824,-0.446727364,0.740595947,-1.218749024,-0.674993369,-1.72751304,-0.631944788,-0.659186856,-0.846208401,0.882976602,0.129540707,-1.43715117,1.037742479,-0.377315207,0.613677946,-0.044197817,0.119013261,-0.263225664,-0.259312709,-1.095382893,0.969919563,0.416522501,-0.792104849,-0.761137201,-0.21211533,0.780091409,-0.536642953,-1.48222979,1.677419309,-0.429807609,-0.141601455,0.845487308,-0.979752884,-0.325406407,0.655508637,-0.021761345,0.260426687,-0.801459752,-1.731314237,-0.230765393,-0.411701048,-0.810626203,0.148343364,-0.324558073,0.440147317,1.631224956,0.59415563,0.639536224
hsa.mir.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa.mir.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa.mir.503,1.413033143,1.382146382,0.060444868,0.277977309,0.526064386,0.573339094,-0.216375048,-0.760500578,-0.983207712,-0.975503956,0.32687793,0.170986388,0.54838234,-0.708828914,0.083176443,-0.318841154,0.718942384,0.814743818,-0.539467117,0.014148069,0.380816067,-0.369039486,0.188708747,-0.383084802,-0.790899073,3.302450096,1.320395439,-0.649713768,0.619050843,1.150978418,-1.716818716,3.574516649,-0.42526924,-0.648118528,2.34384168,-0.26078589,-0.709679002,0.706193191,-0.118369559,0.387420063,-0.055435848,-0.690590123,-0.937568657,-0.637215126,0.253507232,-0.163565411,-0.729180927,0.192675798,0.275089257,0.25297266,4.73497378,-0.723807288,-0.171527144,3.710693218,-0.712634888,0.237169992,0.108969852,-0.074175323,0.685224765,-0.393696071,-0.110050979,-0.751345725,-0.170078765,-0.133300918,-0.473690398,-0.066488215,-0.110381553,-0.234020503,-0.343468845,-1.231281452,-0.763913673,-0.23770673,-0.486292157,-0.360330764,-0.37982161,0.039245083,0.993942034,-0.453036206,0.204369892,8.056990594,-0.068710468,-0.988645741,0.050662104,-0.315421648,0.219250199,-0.436393056,0.112743966,-0.330026718,-0.094801884,0.220872745,-0.431753853,-0.67541001,-0.233027037,0.35681537,-0.114338788,0.273777348,0.900680416,-0.21291157,0.226153561,0.257644641,-0.161871761,-1.315663128,-0.529377332,-0.83175528,-0.477609612,0.092290825,-0.081751488,0.015307607,2.472289943,-0.310612775,-0.606544571,-1.398489098,-0.483891356,-0.664122456,1.399564457,-0.292793632,-0.044244466,-0.791082922,0.066816624,-1.090187267,0.046849184,-0.617343381,0.470932038,0.288376122,-0.117928575,0.065693672,-0.605723147,-0.395880111,0.026640645,0.615260388,-0.659238173,-0.099316041,0.10393645,-0.196985502,-0.444359324,-0.517326047,-0.440508403,-0.971815835,-0.115801615,-0.180448245,-0.234035945,-0.227333711,-0.015726512,-0.657744826,0.106895455,-0.018071496,-0.661636639,-0.312094105,0.414277394,0.798168195,0.730786611,0.737596441,0.447680894,-0.774538489,-0.171819736,0.229730413,-0.307303487,-0.571511904,0.085360827,-0.451670547,0.455315458,0.414158164,0.470889769,0.10690883,0.589771664,0.394164567,0.105393096,-0.327131644,0.593852338,0.340065409,1.383069776,0.041454994,-0.872254007,0.052087904,-0.334998697,5.303006266,0.538007636,-0.236991391,-0.131983574,0.006515706,0.035850242,0.67379125,0.507524047,-0.082233841,0.812253006,-0.575261487,-0.00542257,-0.029958796,0.35282729,0.386149486,0.025928443,1.476541686,1.425106625,0.030329799,-0.719141047,-0.183009109,-0.05659795,-0.353109724,-0.617572732,1.358734887,-0.128982549,-0.701406556,0.209802678,-0.7850077,1.737762817,1.062238324,-0.336081963,0.542982676,-1.116259319,0.733945116,1.688773869,0.58749082,-0.861873372,0.142452188,-0.096991034,-1.167887834,-0.404428444,0.344668543,0.168596552,-0.663430633,0.889918193,-0.679438963,-0.34826329,-0.153865807,-0.243880592,-1.102752689,-0.035149659,-0.005162182,0.893117302,-0.439209602,2.313919051,-0.700032593,0.590933517,-1.046484168,-1.045224076,0.04093305,0.130431748,-0.638750034,1.386940214,0.526238533,-0.167730892,0.612239348,0.634600528,-0.43190632
hsa.mir.147a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa.mir.330,0.330062012,0.423257881,-0.07569575,-0.720932184,-0.160436807,-0.457626294,1.188775625,-0.483106563,0.131632559,1.553756145,0.083719298,-0.629793559,-0.633485104,-0.927124011,-0.294061567,-0.178939205,-0.731191355,-0.175628181,0.392240494,-0.968344914,1.284884671,-0.283005353,-0.193165494,-0.036264048,-0.469982435,-0.139981491,-0.533439875,-0.209637823,1.259869853,-0.720606935,0.20047,-0.038503753,-0.818184448,-0.190613557,-0.919512792,0.176551051,-0.743690852,0.006409898,0.882149525,0.295760049,-0.473963059,-0.408506795,0.869941592,-0.17135438,-0.422481004,-0.489843497,1.039834151,0.5501085,0.049142186,-0.252455751,-0.833968582,2.070864059,-0.747454377,0.869076725,0.124604002,0.192410944,-0.024495819,-0.773485735,-0.697140338,-0.475085488,1.346986112,0.300979267,-0.947788782,-0.453452842,-0.396165226,-1.337861257,-0.515567137,1.052006104,0.227927915,-0.222604574,5.599858609,2.186659091,0.529034813,0.040114386,1.591130517,0.134264072,-0.65758016,0.210500141,0.729668704,-0.406424408,0.018288435,0.134780834,0.098777483,0.260806345,0.387826378,-0.571947514,6.785482395,0.003918524,-0.555033895,-0.169479062,-0.60887198,0.329446605,0.323365123,-0.642363397,-0.726427049,-0.39110725,-1.382283092,-0.454586222,-1.003786734,-0.729565128,-0.202234263,0.097949678,-0.019270456,0.288911742,-0.784071406,0.031266291,-1.41341724,0.276693987,-0.403789584,-0.408923976,-0.71049645,0.44564199,-0.569381048,-0.522680219,-0.341240934,0.05489026,-0.381712877,-0.323613456,-0.033691674,0.074739511,-0.162199653,-0.953458866,-0.791897406,-0.877942233,0.728292656,-1.113925352,1.071246947,-0.118756158,0.173116416,-0.380592469,0.377848884,0.601212348,7.372945669,0.116293617,0.305049722,-1.207981025,0.160463767,-0.433942811,0.496844535,-0.577493856,1.271155932,-0.120821183,0.127713671,-0.899286955,2.75885537,-0.061204344,0.343717614,0.412314468,0.737532551,-0.224720222,0.15051967,0.220422077,-0.209543308,-0.054763114,0.231774388,-0.426189505,-0.134075468,0.502441576,0.470822586,-0.257632359,0.010644992,-1.062281241,-0.154745791,-1.104905304,-1.04652113,-0.24386462,-0.173532876,0.794752853,-0.816452494,-0.240125993,-0.740548789,-0.544798388,0.507235702,0.590470239,0.210200073,1.27543463,-0.731618422,0.029385672,0.018485547,-0.126593466,-0.332176246,0.013534059,0.651730005,0.91713406,-0.26084871,-1.205492152,-0.35711156,-1.068462447,-0.183734951,0.167944082,0.221277211,-0.812083793,0.298593209,-1.190136962,-0.966851496,-0.130343454,-0.904082267,-0.276267741,0.332712905,-0.481445459,-0.39771895,-0.525111628,-1.415145323,-0.810081852,-1.197788377,-0.137218667,-0.458548578,0.308630447,0.82493971,-0.989920201,-0.587422885,-0.457826146,0.543326351,-0.419027043,-0.817519851,-0.135679165,-0.02922669,-0.363043692,-0.415897986,-1.228352105,0.378196206,-0.388643604,-0.214780496,-0.400508335,0.556356192,-0.176734962,-0.021857193,-0.170306992,-1.214672334,-0.418534616,-0.159869065,-0.489536888,-0.070599836,0.082985224,-0.510466248,-0.92553945,0.52240359,0.609398619,-0.660465704,-0.369946312,-0.022611458,1.088796942,-0.417605485,0.161517445
hsa.mir.330.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa.let.7f.1,0.570082198,0.155194169,-1.551890332,-2.320554557,0.728828165,1.126576264,1.295818666,0.269920635,0.691222568,-2.012138251,-0.719427247,0.248130215,-0.994940262,-0.824205611,0.022509451,0.809866854,0.699626453,-1.1624829,-0.253951586,-0.175191049,-1.417648643,-0.207805136,0.014435344,2.280856482,-0.49082181,-1.214616561,-0.015623543,-1.591321316,-0.143935071,0.762102328,1.64599889,-1.072881077,0.42418654,0.126935909,0.730341141,-0.744640093,-0.239163802,-2.689697988,1.468784979,0.293645076,1.287046868,-1.097315802,-0.558631199,-0.078411727,0.374147881,-0.142777292,0.185820703,0.305507735,0.909983604,0.48696439,-0.514654926,-1.240172119,-0.579386885,-0.136300503,0.685817175,-0.484204911,-0.605942859,-0.840633688,-0.375364403,-0.580306348,-1.191897125,-1.190445747,-1.102633455,0.233796802,1.867462264,1.497026754,0.802527829,-3.412561565,-0.757827327,-1.313186093,0.837400754,0.894391539,-0.228157185,-0.239829358,0.05166177,1.348141538,0.638607474,0.038628108,0.753292378,0.240617008,0.0666496,-0.367390139,-0.367271666,0.417521423,-0.102193901,0.421485317,-3.308828453,0.185957298,-0.593088455,0.207542699,1.174658134,0.106963389,-0.008692919,1.739625403,0.360305485,-0.053490106,0.137444421,-0.231243088,-0.139174863,2.119282957,-0.881093811,-0.841156513,0.54964524,-0.74762222,-1.681081721,0.839743147,0.234738691,-0.20727223,0.288304995,0.581154917,0.320524216,-1.354174262,-0.43136605,-0.494240677,0.620959849,0.563334526,0.211835789,-0.069059967,1.924453705,1.886260477,1.754533596,0.406910133,0.759777879,0.911041241,-0.009514801,0.947280256,-0.463407084,-0.474585544,0.543151952,-0.257130677,0.538635421,-0.102568351,-4.26328552,-0.939816917,0.209490553,-0.243028329,0.206910827,0.425021258,-1.09439487,0.534025747,0.573454203,0.362503062,-0.432429643,0.137281856,-0.634732849,-0.311765474,0.171462913,1.057432399,0.176199668,-0.798141324,1.109785604,1.068954381,1.201294773,-0.498274812,-0.832055623,-0.04333268,-0.231668302,0.432256939,-1.032895582,0.555762842,-0.431977208,0.104238832,-0.556714065,0.532487292,0.732190595,-0.268476796,-0.519895341,-0.556438193,0.922554318,0.580006117,0.751441138,-1.273726707,-0.252586598,-1.123128671,0.465240741,-0.696925823,1.899458045,-0.03843677,1.270816454,0.390591222,1.294129247,0.093935921,-1.705575469,0.082360465,0.64716359,0.01312782,1.453247475,0.343687517,0.810969209,0.322775475,1.183864438,-1.001736857,-1.467381052,0.317118319,0.161717627,-1.2461193,0.229319062,0.685179183,0.016615751,1.151894018,-0.174368274,-0.663654446,1.239181886,-0.379570902,0.634301934,-1.233224806,-0.314121626,0.310080167,-0.407423053,0.002963053,0.957386487,0.409025482,0.360603083,0.081546729,-0.460980259,0.329368414,-0.37151858,-0.09102576,0.27069835,-0.593526386,0.118215992,-0.606247768,-0.475619743,0.219077859,-0.72326759,-0.740716405,-0.301521234,1.167914542,-0.103230899,0.195450464,0.157533375,0.625088616,-0.841038695,-0.327819117,-0.152499124,0.402080056,-0.567913105,-0.042405921,-1.581045629,0.696137866,-0.592296311,-1.125032704,0.35273197,0.481397429
