,TCGA.CS.4938.01,TCGA.CS.4941.01,TCGA.CS.4942.01,TCGA.CS.4943.01,TCGA.CS.4944.01,TCGA.CS.5390.01,TCGA.CS.5393.01,TCGA.CS.5394.01,TCGA.CS.5395.01,TCGA.CS.5396.01,TCGA.CS.5397.01,TCGA.CS.6186.01,TCGA.CS.6188.01,TCGA.CS.6290.01,TCGA.CS.6665.01,TCGA.CS.6666.01,TCGA.CS.6667.01,TCGA.CS.6668.01,TCGA.CS.6669.01,TCGA.CS.6670.01,TCGA.DB.5270.01,TCGA.DB.5273.01,TCGA.DB.5274.01,TCGA.DB.5275.01,TCGA.DB.5276.01,TCGA.DB.5277.01,TCGA.DB.5278.01,TCGA.DB.5279.01,TCGA.DB.5280.01,TCGA.DB.5281.01,TCGA.DB.A4X9.01,TCGA.DB.A4XA.01,TCGA.DB.A4XB.01,TCGA.DB.A4XC.01,TCGA.DB.A4XD.01,TCGA.DB.A4XE.01,TCGA.DB.A4XF.01,TCGA.DB.A4XG.01,TCGA.DB.A4XH.01,TCGA.DB.A64L.01,TCGA.DB.A64O.01,TCGA.DB.A64P.01,TCGA.DB.A64Q.01,TCGA.DB.A64R.01,TCGA.DB.A64S.01,TCGA.DB.A64U.01,TCGA.DB.A64V.01,TCGA.DB.A64W.01,TCGA.DB.A64X.01,TCGA.DB.A75K.01,TCGA.DB.A75L.01,TCGA.DB.A75O.01,TCGA.DB.A75P.01,TCGA.DH.5140.01,TCGA.DH.5141.01,TCGA.DH.5142.01,TCGA.DH.5143.01,TCGA.DH.5144.01,TCGA.DH.A669.01,TCGA.DH.A66B.01,TCGA.DH.A66D.01,TCGA.DH.A66F.01,TCGA.DH.A66G.01,TCGA.DH.A7UR.01,TCGA.DH.A7US.01,TCGA.DH.A7UT.01,TCGA.DH.A7UU.01,TCGA.DH.A7UV.01,TCGA.DU.5847.01,TCGA.DU.5849.01,TCGA.DU.5851.01,TCGA.DU.5852.01,TCGA.DU.5853.01,TCGA.DU.5854.01,TCGA.DU.5855.01,TCGA.DU.5870.01,TCGA.DU.5871.01,TCGA.DU.5872.01,TCGA.DU.5874.01,TCGA.DU.6392.01,TCGA.DU.6393.01,TCGA.DU.6394.01,TCGA.DU.6395.01,TCGA.DU.6396.01,TCGA.DU.6397.01,TCGA.DU.6399.01,TCGA.DU.6400.01,TCGA.DU.6401.01,TCGA.DU.6402.01,TCGA.DU.6403.01,TCGA.DU.6404.01,TCGA.DU.6405.01,TCGA.DU.6406.01,TCGA.DU.6407.01,TCGA.DU.6408.01,TCGA.DU.6410.01,TCGA.DU.6542.01,TCGA.DU.7006.01,TCGA.DU.7007.01,TCGA.DU.7008.01,TCGA.DU.7009.01,TCGA.DU.7010.01,TCGA.DU.7012.01,TCGA.DU.7013.01,TCGA.DU.7015.01,TCGA.DU.7018.01,TCGA.DU.7019.01,TCGA.DU.7290.01,TCGA.DU.7292.01,TCGA.DU.7294.01,TCGA.DU.7298.01,TCGA.DU.7299.01,TCGA.DU.7300.01,TCGA.DU.7301.01,TCGA.DU.7302.01,TCGA.DU.7304.01,TCGA.DU.7306.01,TCGA.DU.7309.01,TCGA.DU.8158.01,TCGA.DU.8161.01,TCGA.DU.8162.01,TCGA.DU.8163.01,TCGA.DU.8164.01,TCGA.DU.8165.01,TCGA.DU.8166.01,TCGA.DU.8167.01,TCGA.DU.8168.01,TCGA.DU.A5TP.01,TCGA.DU.A5TR.01,TCGA.DU.A5TS.01,TCGA.DU.A5TT.01,TCGA.DU.A5TU.01,TCGA.DU.A5TW.01,TCGA.DU.A5TY.01,TCGA.DU.A6S2.01,TCGA.DU.A6S3.01,TCGA.DU.A6S6.01,TCGA.DU.A6S7.01,TCGA.DU.A6S8.01,TCGA.DU.A76K.01,TCGA.DU.A76L.01,TCGA.DU.A76O.01,TCGA.DU.A76R.01,TCGA.DU.A7T6.01,TCGA.DU.A7T8.01,TCGA.DU.A7TA.01,TCGA.DU.A7TB.01,TCGA.DU.A7TC.01,TCGA.DU.A7TD.01,TCGA.DU.A7TG.01,TCGA.DU.A7TJ.01,TCGA.E1.5302.01,TCGA.E1.5303.01,TCGA.E1.5304.01,TCGA.E1.5305.01,TCGA.E1.5307.01,TCGA.E1.5311.01,TCGA.E1.5318.01,TCGA.E1.5319.01,TCGA.E1.5322.01,TCGA.E1.A7YO.01,TCGA.E1.A7YV.01,TCGA.E1.A7YW.01,TCGA.E1.A7Z6.01,TCGA.EZ.7264.01,TCGA.F6.A8O3.01,TCGA.F6.A8O4.01,TCGA.FG.5962.01,TCGA.FG.5963.01,TCGA.FG.5964.01,TCGA.FG.5965.01,TCGA.FG.6688.01,TCGA.FG.6689.01,TCGA.FG.6690.01,TCGA.FG.6691.01,TCGA.FG.6692.01,TCGA.FG.7634.01,TCGA.FG.7636.01,TCGA.FG.7638.01,TCGA.FG.7641.01,TCGA.FG.7643.01,TCGA.FG.8181.01,TCGA.FG.8182.01,TCGA.FG.8185.01,TCGA.FG.8186.01,TCGA.FG.8187.01,TCGA.FG.8188.01,TCGA.FG.8189.01,TCGA.FG.8191.01,TCGA.FG.A4MT.01,TCGA.FG.A4MU.01,TCGA.FG.A4MW.01,TCGA.FG.A4MX.01,TCGA.FG.A4MY.01,TCGA.FG.A60J.01,TCGA.FG.A60K.01,TCGA.FG.A60L.01,TCGA.FG.A6IZ.01,TCGA.FG.A6J1.01,TCGA.FG.A6J3.01,TCGA.FG.A70Y.01,TCGA.FG.A70Z.01,TCGA.FG.A710.01,TCGA.FG.A711.01,TCGA.FG.A713.01,TCGA.FG.A87N.01,TCGA.FG.A87Q.01,TCGA.FN.7833.01,TCGA.HT.7467.01,TCGA.HT.7468.01,TCGA.HT.7469.01,TCGA.HT.7470.01,TCGA.HT.7471.01,TCGA.HT.7472.01,TCGA.HT.7473.01,TCGA.HT.7474.01,TCGA.HT.7475.01,TCGA.HT.7476.01,TCGA.HT.7477.01,TCGA.HT.7478.01,TCGA.HT.7479.01,TCGA.HT.7480.01,TCGA.HT.7481.01,TCGA.HT.7482.01,TCGA.HT.7483.01,TCGA.HT.7485.01,TCGA.HT.7601.01,TCGA.HT.7602.01,TCGA.HT.7603.01,TCGA.HT.7604.01,TCGA.HT.7605.01,TCGA.HT.7606.01,TCGA.HT.7607.01,TCGA.HT.7608.01,TCGA.HT.7609.01,TCGA.HT.7610.01,TCGA.HT.7611.01,TCGA.HT.7616.01,TCGA.HT.7620.01,TCGA.HT.7676.01,TCGA.HT.7677.01,TCGA.HT.7680.01,TCGA.HT.7681.01,TCGA.HT.7684.01,TCGA.HT.7686.01,TCGA.HT.7687.01,TCGA.HT.7688.01
hsa.mir.110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa.mir.616,-0.923011697,-0.309827183,0.773307856,1.193449363,0.154355426,0.444708901,0.390440545,0.550378248,-0.368669909,0.467519303,-2.123659391,0.711589923,-1.16338428,-0.797649123,-1.812086571,0.95089593,-0.921255961,1.318870377,-2.866499333,-0.650978301,-0.33745583,0.512685814,-0.550986332,0.028550647,-1.146623081,0.565953272,-0.944078898,-0.719725905,-2.250643982,-1.873048399,1.919127895,0.930096953,1.183733931,1.293395094,1.955817349,2.255518871,0.854188767,1.063683928,-0.635887389,0.57410686,0.057441943,0.377804216,1.151208321,0.822065437,0.738882053,0.764996398,0.482631996,1.486982694,0.759887962,0.834927612,-0.749454314,-0.037841911,-1.304634699,-0.302043322,-2.59268265,1.194452541,0.060345816,-0.620255094,2.221962833,0.931430051,1.055568696,0.594974811,0.211271289,0.155478983,0.96294201,0.081002878,0.29214693,0.193823282,0.181049589,-1.079508852,-2.155353425,-0.660070044,-1.125692819,-0.995614946,-0.521251785,-1.419016572,-1.290565591,-1.650849262,-1.28827457,-1.291133779,-1.065437702,-0.142398135,-0.628574244,-0.446731064,-1.404127092,-0.373047448,-1.277450057,-1.362287354,-1.751731586,-0.589237471,-1.171998668,-1.311237871,-0.32270339,-0.10651286,0.340515412,-0.286127776,0.106068577,-0.500835386,-0.606369239,1.18014658,0.400742007,1.440960715,-1.140350267,0.352403578,0.855117944,0.96942161,-0.610061783,0.182463445,-0.433433146,-0.801095289,-0.162237639,0.124689051,-0.639091947,0.821283656,0.104814429,-0.969234636,0.186735818,-1.151526969,-0.754086493,-0.722083655,-2.333936023,-0.04706951,-0.4086468,0.979551852,0.409558193,-0.984082046,0.166464222,0.418929894,0.579707649,0.439610194,1.439536323,1.950574829,2.782723982,1.060800927,-0.348768236,-0.180735989,0.268293956,0.638252892,0.250664858,0.374587075,0.721482404,-0.010245547,-0.067548547,0.958690035,0.843084539,0.865084525,0.143108211,-0.098621048,1.067294386,-1.639169061,1.212111881,0.77839328,0.762830453,-1.019423852,0.157076893,0.239990495,-2.201054535,-1.386121969,-0.57222907,0.998642144,-0.380237404,1.222779736,0.757706881,0.002680667,0.675181255,-1.321406428,-1.181603788,-2.387715684,-1.916638689,-1.414263877,-0.69439364,-2.089297529,-0.435563935,0.211750633,0.997444091,0.393580891,0.599689085,0.603365318,-1.071420495,-1.152504882,-1.307611654,-2.527566051,-0.35135096,-0.115155896,0.222811182,-1.288983351,0.088233947,-1.668693714,-0.482795855,2.086730586,1.195168799,0.639715172,0.290246661,0.853102107,0.59676171,1.988442379,0.169865394,1.310657377,0.459272854,0.568559752,-0.363657774,0.423955092,0.496643499,1.445509724,-1.601146776,1.393326374,-0.160784451,0.531556321,-0.918171158,0.625409056,1.386566772,-0.533883442,-0.56648919,0.089466518,0.222522627,-1.818093038,0.25156131,-1.752562338,2.488617121,0.310066894,0.012797174,-0.370314697,0.175001215,-0.011668476,-0.055483651,-0.30918526,0.058223737,-0.255911031,-0.88053799,2.251708093,-0.577740874,1.071784335,-1.296936529,-0.773080861,0.367573284,0.243969772,-0.088730341,-0.750039558,-0.665117959,0.336849387,-0.152351596,-0.992517371,-1.154934588,-1.013257727,0.184518983,-0.20932137,-1.416410395
hsa.mir.335,-2.181181167,-2.144025274,-0.353801293,0.724571682,0.223039299,0.825853708,0.69845757,1.505819588,-1.697090599,1.600213171,-2.123693075,-2.953600774,-2.335786604,-0.557913579,-0.960479434,-0.4838976,-0.324620803,-0.461039883,1.320216424,1.057034867,0.979268979,1.149602741,0.848099027,-0.124240275,0.834142415,0.074245615,0.632742254,0.327541483,-0.332525218,1.141415331,0.182298993,1.214287472,1.079537017,-0.670376624,0.775867147,0.943957422,0.543845007,0.971805848,0.79524122,0.150738981,-2.296765115,0.675160498,1.184939971,0.9462011,0.22624351,0.748859748,0.525685336,0.949861477,0.565541318,0.300725608,0.561508877,-0.03716791,0.876012456,-0.436729725,1.874095545,0.27326677,0.946750947,-0.091245319,0.592145054,-0.853763679,0.534075467,0.369665756,1.441425177,-0.1617415,0.713574191,0.546451161,-0.12230269,0.275532784,-2.495205777,-1.133902262,-0.578677964,-2.1585327,-0.761431033,-1.324893008,-1.378132941,0.024237693,-0.531138467,-1.669556313,-0.727281336,-0.713565553,-1.146166335,-1.374336467,-0.132775492,-1.177365669,-0.858368859,-0.382671275,-1.284324979,-0.801379771,-0.996051645,-1.050622667,-0.606036075,-3.662648412,-3.959322081,-0.5829955,-0.97610333,-1.149544641,0.161632512,-1.643901587,-1.234841616,0.262793847,0.971877917,0.015799401,-2.445063163,-1.994094284,0.387507548,0.722985522,-0.010035238,-0.942886351,0.129380848,0.74405248,0.014947064,0.456389237,-0.018126617,-1.445912028,-0.169818976,-0.411750189,0.026982884,0.014841058,-2.151213539,-2.045769924,0.550232284,0.291313053,-0.037412869,-1.970171388,-0.197360654,0.146874136,-0.307094992,-0.238649505,-0.071996429,1.141226268,-0.561786127,-0.514589582,0.582742747,-0.668407412,0.754911253,0.799117839,0.925200078,0.537842774,0.210744936,-0.044040563,-1.015830292,0.599694901,-0.007674766,0.107044495,0.506248491,1.193027093,1.497277942,0.73639226,-1.638103614,0.866884147,-0.537342627,0.419320428,0.029907737,-0.618773785,0.305435502,-0.439067404,0.587519779,0.445729789,-0.234518065,0.221223456,-0.512221353,-1.860109572,0.343075787,0.037394665,0.322605497,0.767690389,0.824738328,-1.107299011,-0.859449678,-0.39008417,-1.195106827,-1.294072039,0.481953371,0.944203041,0.53979228,-2.081992558,-0.302009701,0.476067229,0.157608364,-0.330007708,0.123091507,-0.002814928,0.603272314,-0.923873985,0.228597808,0.026722371,0.118638284,1.294891552,0.073853961,1.086352778,-1.072007307,0.53135274,0.599662197,0.98635807,0.403928903,0.535519824,0.199784677,0.511805428,0.105674827,-0.684391728,0.587777743,-0.93832746,0.177103699,0.656834434,1.10963965,0.864110099,-0.535216244,0.067773054,1.936834652,0.815857046,-1.835750087,0.728015615,-1.40878988,-0.246685541,-0.391089886,-0.575997933,0.171133354,-0.538104652,0.454971055,0.727699541,1.574378163,0.012764126,1.379077711,-0.126506625,-0.232501832,-0.734064035,0.564044264,0.751603179,0.246775394,0.798470993,0.659858407,-0.971683327,1.198843991,0.477837368,-0.167389216,0.999625486,-0.892433352,-0.937576115,0.605847036,0.090197554,0.486826654,-0.295025902,0.504958384,0.061469361,-0.911082409,-0.92147576,0.271645483
hsa.mir.485,1.413757309,1.108388785,0.854626462,0.305214577,0.622698505,0.297882826,1.222338936,-0.374687703,0.835290404,-0.773338689,0.056337812,0.304024937,0.223653516,-0.258101587,1.666079558,0.77733254,0.602589049,-0.751472079,-2.719128352,0.067965435,-0.584545936,-0.228310113,0.137204059,-1.675456383,-0.546993615,-0.10901541,0.099279334,0.668497171,0.231007636,1.210617791,0.465348436,-0.236473047,0.264395565,0.081110063,-0.327511608,-0.396906573,-0.606213498,-0.159762305,-2.65713059,-0.296650396,-0.263445931,-4.142515622,-0.630712857,-1.254664657,-0.49587775,-0.643179932,0.133212954,0.879895808,-0.050053135,-0.174252418,1.108449899,-4.087036319,-1.390075223,2.104524333,1.177492646,-0.237766715,0.082935209,1.155727017,0.493587072,0.147371576,-1.062532871,-1.319802416,-0.801878251,0.109953333,-0.325982079,-0.9317288,0.117325124,-0.459352224,2.570658854,-0.147094387,-0.774310416,0.282306756,-0.431179844,0.360810305,1.092709588,1.06454743,1.20850087,1.00018157,2.191785719,2.729344221,2.578842152,0.15649724,1.496194002,0.701264474,0.185892306,1.872008825,2.057985556,2.191944611,1.556792438,3.197813328,1.422235492,1.257468757,2.553999166,1.579913869,-0.82212643,1.503986422,-1.092353527,0.287119978,0.149189745,-0.902693426,-0.565713218,0.046094229,0.011446104,1.277488911,-0.227796964,0.855779719,-1.116749773,0.214298517,0.04016542,0.635593301,-0.165050336,0.556766954,-1.09661688,-0.066354644,-0.42733681,-0.219873586,-0.56308667,-0.386356456,0.342865301,1.262678186,-0.183121489,-0.289110946,-0.929912716,1.863930443,0.413645371,0.177353195,-0.301107742,0.285143031,-2.080897181,-0.418363154,-0.308327913,0.295609972,1.811254438,2.875854855,1.012710515,0.384906768,-0.250397982,1.319464273,-0.55674701,-0.056440071,1.397042152,-0.157875195,-0.792599817,0.381435947,0.431584617,0.993828297,-1.088161305,-0.8522484,-1.281532357,-1.287240775,0.525737221,-1.051961253,-0.750212276,2.704382599,-0.229274189,-0.41301279,0.767239556,1.804072213,0.468402885,-0.092486352,-0.128791874,0.151987496,-0.864660073,-1.719860076,0.168573929,-0.969216646,-0.266926766,-0.26180808,1.169125801,0.63796229,1.066650066,0.664755911,-1.112494029,-0.516516172,1.107682284,1.230820173,0.942742851,-0.324550767,-0.053727762,-1.262486649,-0.966602366,-0.219940602,-0.291486314,0.009693964,-0.130249159,-0.615399562,0.408319594,-0.66961456,0.554185157,0.091108111,0.561483709,0.468132267,0.058661579,0.498106014,-0.185869325,0.522380373,0.056318175,0.486644867,-0.438107971,-0.358153427,0.441856284,0.66723953,-0.03765211,-0.556546553,-0.578018235,0.635227512,0.419932801,0.0467474,-0.974758116,0.326647466,1.245894643,0.144944456,1.10952065,-2.543183753,0.679387677,0.202471259,-0.383018462,0.449046741,1.030941199,-1.026689699,1.155338154,-0.217090779,-0.678028763,-0.324589313,0.270704487,-0.644260744,-0.264874029,-0.810491319,-0.601941338,0.235709414,-1.100660365,1.308428102,-0.135663827,-1.172994591,0.445606849,-1.1836349,1.192876219,-0.162776112,-0.870635924,1.471144273,-0.276417655,0.068624758,-0.751694466,-0.198720553,-0.613827205,0.256345661,-0.353301877
hsa.mir.33a,0.697477756,1.562176882,1.872504618,1.723341667,1.248210618,0.963788627,1.411241236,2.593057196,-0.616813984,1.144530283,-0.004681804,0.149062353,-0.248187402,-0.250235234,-0.05263189,0.821393267,1.912299403,-0.99389404,0.091611086,-1.377010888,1.100386907,2.420202412,1.399412363,0.800255157,2.257118852,1.351596709,0.141575213,-0.805024955,2.108955639,4.177550286,-0.776408157,0.086108372,0.112708019,-0.195114722,0.689534195,-0.294220334,1.216781832,-0.04324306,-0.753997921,-1.935280931,-0.57123444,-1.683751902,-1.059181108,-0.41683525,1.500302936,0.167771475,-1.050503984,-1.3995338,0.293852712,-0.522843036,0.373782981,-1.163250675,-0.721782948,2.325246296,2.483653993,0.952200362,2.367188011,-0.055765988,-0.461841443,1.078817053,0.941973246,-0.006983089,0.594387935,-2.012767269,-1.03644359,0.630864521,1.26623067,-0.351505372,-1.617267593,-0.391743005,0.101164368,-0.418025434,-1.171057247,-0.031998792,0.076271998,-1.497505275,1.222132029,0.737836501,0.412058172,-0.209208525,-0.507212308,-0.72328539,0.669444853,0.723218881,-0.54233134,0.054156659,-0.995260952,1.994625644,0.158363674,0.355003191,-0.130739532,0.136076584,0.191318551,0.236688572,-1.514847575,-0.650781662,0.696311119,0.658995831,0.913298775,-0.677859151,-0.648799184,0.551434949,-0.535937309,-0.618198424,0.600404757,-0.598017939,1.503404758,-0.446474232,-0.355451693,-0.85629274,1.068153559,1.107415698,0.197758021,0.492543144,-1.191187929,0.168996921,0.785370454,0.601160226,-1.261357609,-0.320910422,-0.297825476,-0.287642972,-0.652978058,0.716075382,-0.143749822,0.407269063,-0.700980556,0.404937237,-0.938333382,0.786528716,-0.412684631,-0.871831335,1.38845976,0.550462113,-0.021179824,0.021122637,-0.289743694,0.702529924,-1.014984045,-0.424954372,0.462763541,0.681623547,-1.056658163,-0.270362237,-0.747093862,0.463283677,-0.365272375,0.108428842,-0.792236523,-0.936288407,-0.443844822,1.481316443,0.715257836,3.333229773,0.408344529,0.27918353,1.264432695,1.829754862,-0.330969765,1.891891904,-0.631011161,-0.252870781,-0.384780013,0.265494973,-0.900939762,-0.489311178,0.129153362,-0.521040572,0.544195739,-3.793769772,-1.492790618,-1.49307847,0.171845949,-1.786222666,0.617072749,-0.912097245,0.405072982,0.921834511,0.115794345,-1.801215398,-1.016558181,0.249224025,0.441251881,1.095861667,-0.579245171,-0.370859001,1.051548339,0.285336515,0.89868353,1.605902958,-0.084362526,-0.290564336,2.101579245,1.760679323,-0.093199722,-0.55311064,-0.205140797,-4.283336035,-1.770128807,0.131779432,1.41172408,-0.338100507,-1.473900023,0.518508613,-0.330164727,0.589165635,-0.24846691,1.384997075,0.978875667,0.07008163,-0.158020388,0.491160433,-0.90573209,0.379982619,-0.096767426,-0.143821428,-0.069757459,0.822388471,0.649058526,0.931235797,1.104709038,-0.936551249,0.461064035,0.75495264,1.500773031,0.024551651,0.917145768,-0.276774296,-0.032536201,0.776829095,-0.426589426,0.68297551,0.292874638,-0.855139842,1.115119704,0.692064071,1.192164596,-0.817422033,-0.215574591,0.837958688,-0.990975252,-1.21270828,-0.349803803,0.337361743,1.023674557,-0.245430593,-0.014190254
hsa.mir.101b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa.mir.181b.2,-0.153555154,1.41452548,-0.550927336,0.511098116,0.46829964,1.372041692,0.276257661,1.245650164,0.517022268,0.73122594,-1.027728835,1.486430915,-0.241910883,-0.083636641,0.637174923,1.04831109,0.747967268,0.861983818,-1.86738256,0.272309813,-0.722044079,-0.988791167,1.755314547,-1.004840483,-0.515480472,-1.253333598,-0.907430697,1.020411891,0.301354858,0.440245992,-1.145771031,-0.380320452,-0.674200931,0.806865269,-0.974787266,-2.027075285,-0.111494095,0.685827024,0.283332508,2.338167252,-0.744049455,0.280629409,-0.123751862,-1.283647775,-0.909130913,-1.095611021,0.133373976,-0.109741647,-1.132563016,1.691010855,0.208769586,-2.225005725,-0.515069533,1.372195263,1.46851142,-0.877783873,-0.47424548,0.794191788,1.817088531,0.083990821,-1.948260883,-0.570924469,-1.268191601,0.857516352,-0.871961515,-0.431436931,-1.351298041,0.66356958,0.928496564,-0.140053823,0.09682197,-0.548120065,0.278215737,0.65720904,0.70583379,-0.600914001,-0.013219213,0.774363343,0.984391077,0.820639341,1.298504733,0.393737757,-0.023445455,-0.26417915,0.311213077,-0.163189727,0.170102173,0.987777202,0.710586128,0.501005523,-0.297805119,0.116827139,0.875156494,-0.584607636,0.057029971,-0.473501433,-0.019937133,0.581997826,-0.629470131,-0.855211699,0.160278699,0.227751886,0.847863384,0.698344433,1.054630393,1.736931957,0.303027055,0.741432918,-0.707877494,0.674577254,-0.145071806,-0.631869042,0.461178391,0.22357034,0.075797824,0.47667624,-0.356727167,0.04260768,-0.218079829,0.153988987,-0.797820285,-0.336227553,-0.080817451,1.600391311,-0.650845112,0.183861655,0.660968733,-1.31921395,0.566638703,-1.384795725,-0.673848762,-2.02499856,-0.10589582,-0.039067211,2.289151254,0.534101805,-0.933069142,0.839014445,0.126003006,0.130422229,1.266744858,-0.502167942,-0.560100883,0.15892273,1.017864988,-2.012482977,0.688846838,-0.140330529,1.564630325,0.494898088,0.642643041,-1.502541312,-0.036791538,2.072019792,0.666793261,0.015850444,1.4865866,3.55886771,0.517002486,-0.518758166,0.449180001,2.896970229,-1.814926047,-1.718676453,1.508427207,0.730282822,-0.144826666,0.029845927,-0.625014877,0.288892535,1.882251622,0.423428697,-0.020412168,0.440043025,0.364682946,2.990736504,0.771334085,-0.790828285,-0.929202359,-0.665800718,-0.21621045,-0.867864094,-0.251596203,0.19377557,0.414851384,-0.842252089,0.141272138,-1.805443963,-0.189766342,0.544134585,1.367672956,0.688893139,-0.78936407,0.089424982,-2.436011398,2.70389576,-1.346113958,0.068669792,1.953493231,-0.231547865,-1.240326885,-1.303204445,-0.26839406,-2.929612146,-1.075113571,-0.997640462,0.020099575,-0.595991272,0.908379345,1.087395857,0.936721873,-0.690386881,-0.269140059,-2.048213909,-0.846994129,-1.499251906,1.148325806,0.927978053,0.601640797,0.713327334,-0.080900262,-1.037251722,0.081998956,-1.120361282,0.312412945,-0.696231489,-0.407220479,-0.203583711,-0.462581298,0.195097911,-0.92461364,1.335608325,-0.643832472,-0.562524467,-0.569801168,0.291533718,-1.801651326,0.89334311,-0.126423389,0.351459094,0.821263689,-0.862707826,-0.666227102,-0.754577984,-0.809475961,0.363127786,-1.278790724
